"arch","lambda","seed","threshold","Acc","Spec","Sens","BalAcc","Acc_flip","is_MC"
"GRU",0.05,64,0.55,0.468852459016393,0.965986394557823,0.00632911392405063,0.486157754240937,0.531147540983607,FALSE
"GRU",0.05,64,0.6,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.05,64,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.05,64,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,23,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,23,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,23,0.4,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,23,0.45,0.452459016393443,0.054421768707483,0.822784810126582,0.438603289417033,0.547540983606557,FALSE
"GRU",0.1,23,0.5,0.377049180327869,0.45578231292517,0.30379746835443,0.3797898906398,0.622950819672131,FALSE
"GRU",0.1,23,0.55,0.462295081967213,0.952380952380952,0.00632911392405063,0.479355033152501,0.537704918032787,FALSE
"GRU",0.1,23,0.6,0.475409836065574,0.986394557823129,0,0.493197278911565,0.524590163934426,TRUE
"GRU",0.1,23,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,23,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,27,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,27,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"GRU",0.1,27,0.4,0.508196721311475,0.0204081632653061,0.962025316455696,0.491216739860501,0.491803278688525,FALSE
"GRU",0.1,27,0.45,0.465573770491803,0.0952380952380952,0.810126582278481,0.452682338758288,0.534426229508197,FALSE
"GRU",0.1,27,0.5,0.40655737704918,0.428571428571429,0.386075949367089,0.407323688969259,0.59344262295082,FALSE
"GRU",0.1,27,0.55,0.462295081967213,0.925170068027211,0.0316455696202532,0.478407818823732,0.537704918032787,FALSE
"GRU",0.1,27,0.6,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,27,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,27,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"GRU",0.1,98,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
