"arch","lambda","seed","threshold","Acc","Spec","Sens","BalAcc","Acc_flip","is_MC"
"TCN",0,27,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0,98,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0,98,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0,98,0.4,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0,98,0.45,0.478688524590164,0.0340136054421769,0.892405063291139,0.463209334366658,0.521311475409836,FALSE
"TCN",0,98,0.5,0.429508196721311,0.224489795918367,0.620253164556962,0.422371480237665,0.570491803278689,FALSE
"TCN",0,98,0.55,0.475409836065574,0.768707482993197,0.20253164556962,0.485619564281409,0.524590163934426,FALSE
"TCN",0,98,0.6,0.495081967213115,0.938775510204082,0.0822784810126582,0.51052699560837,0.504918032786885,FALSE
"TCN",0,98,0.65,0.488524590163934,0.979591836734694,0.0316455696202532,0.505618703177473,0.511475409836066,FALSE
"TCN",0,98,0.7,0.481967213114754,0.979591836734694,0.0189873417721519,0.499289589253423,0.518032786885246,FALSE
"TCN",0,41,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0,41,0.35,0.518032786885246,0.0136054421768707,0.987341772151899,0.500473607164385,0.481967213114754,FALSE
"TCN",0,41,0.4,0.501639344262295,0.0204081632653061,0.949367088607595,0.484887625936451,0.498360655737705,FALSE
"TCN",0,41,0.45,0.468852459016393,0.108843537414966,0.80379746835443,0.456320502884698,0.531147540983607,FALSE
"TCN",0,41,0.5,0.419672131147541,0.428571428571429,0.411392405063291,0.41998191681736,0.580327868852459,FALSE
"TCN",0,41,0.55,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0,41,0.6,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0,41,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0,41,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0,64,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0,64,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"TCN",0,64,0.4,0.514754098360656,0.0136054421768707,0.981012658227848,0.497309050202359,0.485245901639344,FALSE
"TCN",0,64,0.45,0.478688524590164,0.108843537414966,0.822784810126582,0.465814173770774,0.521311475409836,FALSE
"TCN",0,64,0.5,0.436065573770492,0.54421768707483,0.335443037974684,0.439830362524757,0.563934426229508,FALSE
"TCN",0,64,0.55,0.468852459016393,0.965986394557823,0.00632911392405063,0.486157754240937,0.531147540983607,FALSE
"TCN",0,64,0.6,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0,64,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0,64,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0.05,23,0.3,0.518032786885246,0.0204081632653061,0.981012658227848,0.500710410746577,0.481967213114754,FALSE
"TCN",0.05,23,0.35,0.508196721311475,0.0204081632653061,0.962025316455696,0.491216739860501,0.491803278688525,FALSE
"TCN",0.05,23,0.4,0.495081967213115,0.0884353741496599,0.873417721518987,0.480926547834324,0.504918032786885,FALSE
"TCN",0.05,23,0.45,0.459016393442623,0.115646258503401,0.778481012658228,0.447063635580815,0.540983606557377,FALSE
"TCN",0.05,23,0.5,0.39672131147541,0.428571428571429,0.367088607594937,0.397830018083183,0.60327868852459,FALSE
"TCN",0.05,23,0.55,0.468852459016393,0.959183673469388,0.0126582278481013,0.485920950658744,0.531147540983607,FALSE
"TCN",0.05,23,0.6,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0.05,23,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0.05,23,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"TCN",0.05,27,0.3,0.518032786885246,0.0136054421768707,0.987341772151899,0.500473607164385,0.481967213114754,FALSE
"TCN",0.05,27,0.35,0.514754098360656,0.0204081632653061,0.974683544303797,0.497545853784552,0.485245901639344,FALSE
"TCN",0.05,27,0.4,0.508196721311475,0.0612244897959184,0.924050632911392,0.492637561353655,0.491803278688525,FALSE
"TCN",0.05,27,0.45,0.475409836065574,0.129251700680272,0.79746835443038,0.463360027555326,0.524590163934426,FALSE
"TCN",0.05,27,0.5,0.409836065573771,0.326530612244898,0.487341772151899,0.406936192198398,0.590163934426229,FALSE
