"arch","lambda","seed","threshold","Acc","Spec","Sens","BalAcc","Acc_flip","is_MC"
"Conv1D",0.1,27,0.6,0.475409836065574,0.986394557823129,0,0.493197278911565,0.524590163934426,TRUE
"Conv1D",0.1,27,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"Conv1D",0.1,27,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"Conv1D",0.1,98,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"Conv1D",0.1,98,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"Conv1D",0.1,98,0.4,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"Conv1D",0.1,98,0.45,0.478688524590164,0.0340136054421769,0.892405063291139,0.463209334366658,0.521311475409836,FALSE
"Conv1D",0.1,98,0.5,0.390163934426229,0.251700680272109,0.518987341772152,0.38534401102213,0.60983606557377,FALSE
"Conv1D",0.1,98,0.55,0.445901639344262,0.904761904761905,0.0189873417721519,0.461874623267028,0.554098360655738,FALSE
"Conv1D",0.1,98,0.6,0.475409836065574,0.986394557823129,0,0.493197278911565,0.524590163934426,TRUE
"Conv1D",0.1,98,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"Conv1D",0.1,98,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"Conv1D",0.1,41,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"Conv1D",0.1,41,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"Conv1D",0.1,41,0.4,0.514754098360656,0,0.993670886075949,0.496835443037975,0.485245901639344,TRUE
"Conv1D",0.1,41,0.45,0.455737704918033,0.0748299319727891,0.810126582278481,0.442478257125635,0.544262295081967,FALSE
"Conv1D",0.1,41,0.5,0.383606557377049,0.401360544217687,0.367088607594937,0.384224575906312,0.616393442622951,FALSE
"Conv1D",0.1,41,0.55,0.452459016393443,0.91156462585034,0.0253164556962025,0.468440540773271,0.547540983606557,FALSE
"Conv1D",0.1,41,0.6,0.475409836065574,0.986394557823129,0,0.493197278911565,0.524590163934426,TRUE
"Conv1D",0.1,41,0.65,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"Conv1D",0.1,41,0.7,0.481967213114754,1,0,0.5,0.518032786885246,TRUE
"Conv1D",0.1,64,0.3,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
"Conv1D",0.1,64,0.35,0.518032786885246,0,1,0.5,0.481967213114754,TRUE
