"market","variable","cor_train","cor_test","cor_diff","abs_diff","anti_prediktif"
"BIST_GARAN","USDTRY",0.8896339832258,0.848872226118658,-0.0407617571071421,0.0407617571071421,"HAYIR (7/15, rastgele)"
"BIST_GARAN","Oil",0.434261320292884,-0.516881191172469,-0.951142511465353,0.951142511465353,"HAYIR (7/15, rastgele)"
"BIST_GARAN","TCMB_Rate",0.193792700614422,0.0732196268261613,-0.120573073788261,0.120573073788261,"HAYIR (7/15, rastgele)"
