"ticker","n_seeds","acc_mean","acc_std","acc_min","acc_max","acc_n_unique"
"AGESA.IS",5,0.517180616740088,0.00913499619089325,0.506607929515419,0.52863436123348,5
"AKGRT.IS",5,0.486842105263158,0.00310134553151994,0.482456140350877,0.491228070175439,3
"ANSGR.IS",5,0.46140350877193,0.00571859860105497,0.456140350877193,0.469298245614035,4
"RAYSG.IS",5,0.507894736842105,0.0168160434321762,0.478070175438596,0.517543859649123,3
"TURSG.IS",5,0.524561403508772,0.0182426617044609,0.508771929824561,0.552631578947368,4
