"ticker","mean_acc","mean_flip","naive","dl_anti_prediktif_mi","mc_tuzagi_var_mi"
"AGESA.IS",0.506550218340611,0.493449781659389,0.550218340611354,FALSE,FALSE
"AKGRT.IS",0.491304347826087,0.508695652173913,0.504347826086956,TRUE,FALSE
"ANSGR.IS",0.455072463768116,0.544927536231884,0.526086956521739,TRUE,FALSE
"RAYSG.IS",0.51304347826087,0.48695652173913,0.443478260869565,TRUE,FALSE
"TURSG.IS",0.528985507246377,0.471014492753623,0.517391304347826,FALSE,FALSE
