"lambda","n_seeds","best_thr_mean","Acc_05","Spec_05","Sens_05","BalAcc_05","Acc_flip_05","flip_beats_naive_count","MC_05","Acc_opt","Spec_opt","Sens_opt","BalAcc_opt","MC_opt"
0,5,0.5,0.496393442622951,0.516556291390728,0.476623376623377,0.496589834007053,0.503606557377049,2,0,0.496393442622951,0.516556291390728,0.476623376623377,0.496589834007053,0
0.05,5,0.5,0.500983606557377,0.532450331125828,0.47012987012987,0.501290100627849,0.499016393442623,3,0,0.500983606557377,0.532450331125828,0.47012987012987,0.501290100627849,0
0.1,5,0.5,0.498360655737705,0.512582781456954,0.484415584415584,0.498499182936269,0.501639344262295,2,0,0.498360655737705,0.512582781456954,0.484415584415584,0.498499182936269,0
