"lambda","n_seeds","best_thr_mean","Acc_05","Spec_05","Sens_05","BalAcc_05","MC_05","Acc_opt","Spec_opt","Sens_opt","BalAcc_opt","MC_opt"
0,5,0.5,0.417704918032787,0.401360544217687,0.432911392405063,0.417135968311375,0,0.417704918032787,0.401360544217687,0.432911392405063,0.417135968311375,0
0.05,5,0.5,0.416393442622951,0.404081632653061,0.427848101265823,0.415964866959442,0,0.416393442622951,0.404081632653061,0.427848101265823,0.415964866959442,0
0.1,5,0.5,0.420327868852459,0.420408163265306,0.420253164556962,0.420330663911134,0,0.420327868852459,0.420408163265306,0.420253164556962,0.420330663911134,0
