"ticker","mean_acc","mean_flip","naive","dt_acc","loose_anti_pred_flip_gt_naive","strict_anti_pred_flip_gt_naive_AND_acc_le_naive","ambiguous_both_above","sinif","mc_tuzagi_var_mi"
"ALARK.IS",0.527536231884058,0.472463768115942,0.482608695652174,0.495652173913044,FALSE,FALSE,FALSE,"model_wins",FALSE
"DOHOL.IS",0.488405797101449,0.511594202898551,0.543478260869565,0.504347826086956,FALSE,FALSE,FALSE,"neutral_both_below",FALSE
"ENKAI.IS",0.472463768115942,0.527536231884058,0.543478260869565,0.495652173913044,FALSE,FALSE,FALSE,"neutral_both_below",FALSE
"KCHOL.IS",0.504347826086956,0.495652173913044,0.51304347826087,0.51304347826087,FALSE,FALSE,FALSE,"neutral_both_below",FALSE
"SAHOL.IS",0.51304347826087,0.48695652173913,0.478260869565217,0.595652173913043,TRUE,FALSE,TRUE,"ambiguous_both_above",FALSE
