"fund","lambda","n_seeds","naive_acc","Acc_05","Spec_05","Sens_05","BalAcc_05","Acc_flip_05","flip_beats_naive_count","MC_05"
"AZS",0,5,0.742857142857143,0.634285714285714,0.266666666666667,0.761538461538461,0.514102564102564,0.365714285714286,0,1
"AZS",0.05,5,0.742857142857143,0.622857142857143,0.288888888888889,0.738461538461539,0.513675213675214,0.377142857142857,0,0
"AZS",0.1,5,0.742857142857143,0.6,0.311111111111111,0.7,0.505555555555556,0.4,0,0
