"ticker","n_seeds","mean_acc","mean_flip","flip_wins","mc_count","naive"
"AKBNK.IS",3,0.483060109289617,0.516939890710382,2,0,0.524590163934426
"GARAN.IS",3,0.546448087431694,0.453551912568306,0,0,0.504918032786885
"THYAO.IS",3,0.491803278688525,0.508196721311475,0,0,0.518032786885246
