"ticker","mean_acc","mean_flip","naive","dt_acc","dl_anti_prediktif_mi"
"AGESA.IS",0.489082969432314,0.510917030567686,0.550218340611354,0.454148471615721,FALSE
"AKGRT.IS",0.484057971014493,0.515942028985507,0.504347826086956,0.517391304347826,TRUE
"ANSGR.IS",0.465217391304348,0.534782608695652,0.526086956521739,0.456521739130435,TRUE
"RAYSG.IS",0.505797101449275,0.494202898550725,0.443478260869565,0.530434782608696,TRUE
"TURSG.IS",0.540579710144928,0.459420289855072,0.517391304347826,0.526086956521739,FALSE
