"fund","lambda","n_seeds","naive_acc","Acc_05","Spec_05","Sens_05","BalAcc_05","Acc_flip_05","flip_beats_naive_count","MC_05"
"AMZ",0,5,0.8,0.582857142857143,0.371428571428571,0.635714285714286,0.503571428571429,0.417142857142857,0,0
"AMZ",0.05,5,0.8,0.582857142857143,0.371428571428571,0.635714285714286,0.503571428571429,0.417142857142857,0,0
"AMZ",0.1,5,0.8,0.577142857142857,0.428571428571429,0.614285714285714,0.521428571428571,0.422857142857143,0,0
