"market","group","n_feat","seed","acc","acc_flip","naive","flip_beats"
"NASDAQ_AAPL","full_13",13,23,0.522875816993464,0.477124183006536,0.513071895424837,FALSE
"NASDAQ_AAPL","full_13",13,42,0.529411764705882,0.470588235294118,0.513071895424837,FALSE
"NASDAQ_AAPL","full_13",13,98,0.516339869281046,0.483660130718954,0.513071895424837,FALSE
"NASDAQ_AAPL","no_ext_10",10,23,0.535947712418301,0.464052287581699,0.513071895424837,FALSE
"NASDAQ_AAPL","no_ext_10",10,42,0.532679738562091,0.467320261437909,0.513071895424837,FALSE
"NASDAQ_AAPL","no_ext_10",10,98,0.529411764705882,0.470588235294118,0.513071895424837,FALSE
"BIST_THYAO","full_13",13,NA,0.396,0.604,0.518,TRUE
"BIST_THYAO","no_ext_10",10,NA,0.496,0.504,0.518,FALSE
